Date,Eur HY,Eur HY BB,Eur HY B,US HY,US HY BB,US HY B,Eur IG BBB,US IG BBB,Eur LL,Eur LL B,US LL,US LL B,Eur CLO AAA,Eur CLO BBB,Eur CLO BB,US CLO AAA,US CLO BBB,US CLO BB,Xover,CdxHy,Eur AT1,Pe AT1,Usd AT1,Gbp IG BBB,Eur HY CCC,US HY CCC,Pe HY,Pe HY BB,Pe HY B,Pe HY CCC
2007-03-21,,,,,,,,,,,,,,,,,,,219.0,248.0,,,,,,,,,,
2007-03-22,,,,,,,,,,,,,,,,,,,220.0,248.0,,,,,,,,,,
2007-03-23,,,,,,,,,,,,,,,,,,,220.0,248.0,,,,,,,,,,
2007-03-26,,,,,,,,,,,,,,,,,,,220.0,235.0,,,,,,,,,,
2007-03-27,,,,,,,,,,,,,,,,,,,226.0,281.0,,,,,,,,,,
2007-03-28,,,,,,,,,,,,,,,,,,,233.0,287.0,,,,,,,,,,
2007-03-29,,,,,,,,,,,,,,,,,,,229.0,287.0,,,,,,,,,,
2007-03-30,,,,,,,,,245.0,251.0,235.0,,,,,,,,229.0,287.0,,,,,,,,,,
2007-04-02,,,,,,,,,,,,,,,,,,,230.0,293.5,,,,,,,,,,
2007-04-03,,,,,,,,,,,,,,,,,,,222.0,293.5,,,,,,,,,,
2007-04-04,,,,,,,,,,,,,,,,,,,225.0,296.5,,,,,,,,,,
2007-04-05,,,,,,,,,,,,,,,,,,,220.5,293.5,,,,,,,,,,
2007-04-06,,,,,,,,,,,,,,,,,,,220.5,293.5,,,,,,,,,,
2007-04-09,,,,,,,,,,,,,,,,,,,220.5,293.5,,,,,,,,,,
2007-04-10,,,,,,,,,,,,,,,,,,,217.0,293.5,,,,,,,,,,
2007-04-11,,,,,,,,,,,,,,,,,,,212.5,287.5,,,,,,,,,,
2007-04-12,,,,,,,,,,,,,,,,,,,212.0,287.5,,,,,,,,,,
2007-04-13,,,,,,,,,,,,,,,,,,,207.5,281.5,,,,,,,,,,
2007-04-16,,,,,,,,,,,,,,,,,,,200.0,267.5,,,,,,,,,,
2007-04-17,,,,,,,,,,,,,,,,,,,196.5,267.5,,,,,,,,,,
2007-04-18,,,,,,,,,,,,,,,,,,,197.5,263.0,,,,,,,,,,
2007-04-19,,,,,,,,,,,,,,,,,,,200.0,263.0,,,,,,,,,,
2007-04-20,,,,,,,,,,,,,,,,,,,195.5,260.0,,,,,,,,,,
2007-04-23,,,,,,,,,,,,,,,,,,,195.0,260.0,,,,,,,,,,
2007-04-24,,,,,,,,,,,,,,,,,,,198.0,260.0,,,,,,,,,,
2007-04-25,,,,,,,,,,,,,,,,,,,199.0,260.0,,,,,,,,,,
2007-04-26,,,,,,,,,,,,,,,,,,,200.5,263.0,,,,,,,,,,
2007-04-27,,,,,,,,,,,,,,,,,,,204.5,263.0,,,,,,,,,,
2007-04-30,,,,,,,,,238.0,257.0,236.0,,,,,,,,204.5,269.0,,,,,,,,,,
2007-05-01,,,,,,,,,,,,,,,,,,,207.5,269.0,,,,,,,,,,
2007-05-02,,,,,,,,,,,,,,,,,,,204.0,269.0,,,,,,,,,,
2007-05-03,,,,,,,,,,,,,,,,,,,206.0,269.0,,,,,,,,,,
2007-05-04,,,,,,,,,,,,,,,,,,,204.0,269.0,,,,,,,,,,
2007-05-07,,,,,,,,,,,,,,,,,,,204.0,269.0,,,,,,,,,,
2007-05-08,,,,,,,,,,,,,,,,,,,204.5,269.0,,,,,,,,,,
2007-05-09,,,,,,,,,,,,,,,,,,,202.5,267.5,,,,,,,,,,
2007-05-10,,,,,,,,,,,,,,,,,,,204.0,269.0,,,,,,,,,,
2007-05-11,,,,,,,,,,,,,,,,,,,200.5,264.0,,,,,,,,,,
2007-05-14,,,,,,,,,,,,,,,,,,,199.5,264.0,,,,,,,,,,
2007-05-15,,,,,,,,,,,,,,,,,,,199.5,264.0,,,,,,,,,,
2007-05-16,,,,,,,,,,,,,,,,,,,201.5,264.0,,,,,,,,,,
2007-05-17,,,,,,,,,,,,,,,,,,,202.5,264.0,,,,,,,,,,
2007-05-18,,,,,,,,,,,,,,,,,,,198.5,264.0,,,,,,,,,,
2007-05-21,,,,,,,,,,,,,,,,,,,195.0,261.0,,,,,,,,,,
2007-05-22,,,,,,,,,,,,,,,,,,,193.0,258.0,,,,,,,,,,
2007-05-23,,,,,,,,,,,,,,,,,,,189.5,258.0,,,,,,,,,,
2007-05-24,,,,,,,,,,,,,,,,,,,193.5,262.5,,,,,,,,,,
2007-05-25,,,,,,,,,,,,,,,,,,,192.0,262.5,,,,,,,,,,
2007-05-28,,,,,,,,,,,,,,,,,,,192.0,262.5,,,,,,,,,,
2007-05-29,,,,,,,,,,,,,,,,,,,190.0,262.5,,,,,,,,,,
2007-05-30,,,,,,,,,,,,,,,,,,,193.0,262.5,,,,,,,,,,
2007-05-31,,,,,,,,,236.0,247.0,235.0,,,,,,,,190.0,262.5,,,,,,,,,,
2007-06-01,,,,,,,,,,,,,,,,,,,188.5,256.5,,,,,,,,,,
2007-06-04,,,,,,,,,,,,,,,,,,,189.5,256.5,,,,,,,,,,
2007-06-05,,,,,,,,,,,,,,,,,,,190.0,258.0,,,,,,,,,,
2007-06-06,,,,,,,,,,,,,,,,,,,197.5,261.0,,,,,,,,,,
2007-06-07,,,,,,,,,,,,,,,,,,,205.5,268.5,,,,,,,,,,
2007-06-08,,,,,,,,,,,,,,,,,,,208.5,265.5,,,,,,,,,,
2007-06-11,,,,,,,,,,,,,,,,,,,203.0,265.5,,,,,,,,,,
2007-06-12,,,,,,,,,,,,,,,,,,,206.5,275.0,,,,,,,,,,
2007-06-13,,,,,,,,,,,,,,,,,,,207.0,268.5,,,,,,,,,,
2007-06-14,,,,,,,,,,,,,,,,,,,203.0,268.5,,,,,,,,,,
2007-06-15,,,,,,,,,,,,,,,,,,,194.0,265.5,,,,,,,,,,
2007-06-18,,,,,,,,,,,,,,,,,,,193.0,265.5,,,,,,,,,,
2007-06-19,,,,,,,,,,,,,,,,,,,196.0,275.0,,,,,,,,,,
2007-06-20,,,,,,,,,,,,,,,,,,,200.0,287.5,,,,,,,,,,
2007-06-21,,,,,,,,,,,,,,,,,,,211.0,287.5,,,,,,,,,,
2007-06-22,,,,,,,,,,,,,,,,,,,214.5,310.0,,,,,,,,,,
2007-06-25,,,,,,,,,,,,,,,,,,,218.5,320.0,,,,,,,,,,
2007-06-26,,,,,,,,,,,,,,,,,,,216.5,320.0,,,,,,,,,,
2007-06-27,,,,,,,,,,,,,,,,,,,226.5,320.0,,,,,,,,,,
2007-06-28,,,,,,,,,,,,,,,,,,,223.0,320.0,,,,,,,,,,
2007-06-29,,,,,,,,,245.0,252.0,252.0,,,,,,,,233.0,337.0,,,,,,,,,,
2007-07-02,,,,,,,,,,,,,,,,,,,244.0,343.0,,,,,,,,,,
2007-07-03,,,,,,,,,,,,,,,,,,,238.5,336.5,,,,,,,,,,
2007-07-04,,,,,,,,,,,,,,,,,,,231.5,336.5,,,,,,,,,,
2007-07-05,,,,,,,,,,,,,,,,,,,238.5,336.5,,,,,,,,,,
2007-07-06,,,,,,,,,,,,,,,,,,,244.5,350.0,,,,,,,,,,
2007-07-09,,,,,,,,,,,,,,,,,,,246.5,347.0,,,,,,,,,,
2007-07-10,,,,,,,,,,,,,,,,,,,266.5,381.0,,,,,,,,,,
2007-07-11,,,,,,,,,,,,,,,,,,,293.0,377.5,,,,,,,,,,
2007-07-12,,,,,,,,,,,,,,,,,,,275.0,374.0,,,,,,,,,,
2007-07-13,,,,,,,,,,,,,,,,,,,274.0,367.0,,,,,,,,,,
2007-07-16,,,,,,,,,,,,,,,,,,,267.5,364.0,,,,,,,,,,
2007-07-17,,,,,,,,,,,,,,,,,,,288.0,381.0,,,,,,,,,,
2007-07-18,,,,,,,,,,,,,,,,,,,317.0,381.0,,,,,,,,,,
2007-07-19,,,,,,,,,,,,,,,,,,,307.0,398.5,,,,,,,,,,
2007-07-20,,,,,,,,,,,,,,,,,,,343.0,430.5,,,,,,,,,,
2007-07-23,,,,,,,,,,,,,,,,,,,351.0,456.0,,,,,,,,,,
2007-07-24,,,,,,,,,,,,,,,,,,,367.0,459.5,,,,,,,,,,
2007-07-25,,,,,,,,,,,,,,,,,,,363.0,459.5,,,,,,,,,,
2007-07-26,,,,,,,,,,,,,,,,,,,404.0,504.5,,,,,,,,,,
2007-07-27,,,,,,,,,,,,,,,,,,,444.0,526.5,,,,,,,,,,
2007-07-30,,,,,,,,,,,,,,,,,,,463.0,496.5,,,,,,,,,,
2007-07-31,,,,,,,,,348.0,356.0,408.0,,,,,,,,400.0,527.0,,,,,,,,,,
2007-08-01,,,,,,,,,,,,,,,,,,,420.0,489.5,,,,,,,,,,
2007-08-02,,,,,,,,,,,,,,,,,,,395.0,474.5,,,,,,,,,,
2007-08-03,,,,,,,,,,,,,,,,,,,400.0,474.5,,,,,,,,,,
2007-08-06,,,,,,,,,,,,,,,,,,,405.0,463.0,,,,,,,,,,
2007-08-07,,,,,,,,,,,,,,,,,,,370.0,438.0,,,,,,,,,,
2007-08-08,,,,,,,,,,,,,,,,,,,335.0,395.5,,,,,,,,,,
2007-08-09,,,,,,,,,,,,,,,,,,,348.0,424.0,,,,,,,,,,
2007-08-10,,,,,,,,,,,,,,,,,,,350.0,424.0,,,,,,,,,,
2007-08-13,,,,,,,,,,,,,,,,,,,335.0,424.0,,,,,,,,,,
2007-08-14,,,,,,,,,,,,,,,,,,,344.0,424.0,,,,,,,,,,
2007-08-15,,,,,,,,,,,,,,,,,,,358.0,445.5,,,,,,,,,,
2007-08-16,,,,,,,,,,,,,,,,,,,384.0,445.5,,,,,,,,,,
2007-08-17,,,,,,,,,,,,,,,,,,,340.0,416.5,,,,,,,,,,
2007-08-20,,,,,,,,,,,,,,,,,,,340.0,410.0,,,,,,,,,,
2007-08-21,,,,,,,,,,,,,,,,,,,333.0,410.0,,,,,,,,,,
2007-08-22,,,,,,,,,,,,,,,,,,,324.0,389.0,,,,,,,,,,
2007-08-23,,,,,,,,,,,,,,,,,,,324.0,389.0,,,,,,,,,,
2007-08-24,,,,,,,,,,,,,,,,,,,319.0,389.0,,,,,,,,,,
2007-08-27,,,,,,,,,,,,,,,,,,,319.0,385.5,,,,,,,,,,
2007-08-28,,,,,,,,,,,,,,,,,,,339.0,413.5,,,,,,,,,,
2007-08-29,,,,,,,,,,,,,,,,,,,337.0,413.5,,,,,,,,,,
2007-08-30,,,,,,,,,,,,,,,,,,,340.0,415.3,,,,,,,,,,
2007-08-31,,,,,,,,,419.0,424.0,433.0,,,,,,,,330.0,413.7,,,,,,,,,,
2007-09-03,,,,,,,,,,,,,,,,,,,330.0,413.7,,,,,,,,,,
2007-09-04,,,,,,,,,,,,,,,,,,,328.0,403.5,,,,,,,,,,
2007-09-05,,,,,,,,,,,,,,,,,,,334.0,407.0,,,,,,,,,,
2007-09-06,,,,,,,,,,,,,,,,,,,332.0,407.0,,,,,,,,,,
2007-09-07,,,,,,,,,,,,,,,,,,,346.0,417.0,,,,,,,,,,
2007-09-10,,,,,,,,,,,,,,,,,,,364.0,424.5,,,,,,,,,,
2007-09-11,,,,,,,,,,,,,,,,,,,353.0,421.0,,,,,,,,,,
2007-09-12,,,,,,,,,,,,,,,,,,,349.0,417.5,,,,,,,,,,
2007-09-13,,,,,,,,,,,,,,,,,,,336.0,400.0,,,,,,,,,,
2007-09-14,,,,,,,,,,,,,,,,,,,330.0,393.0,,,,,,,,,,
2007-09-17,,,,,,,,,,,,,,,,,,,331.0,386.0,,,,,,,,,,
2007-09-18,,,,,,,,,,,,,,,,,,,307.0,361.5,,,,,,,,,,
2007-09-19,,,,,,,,,,,,,,,,,,,277.0,348.0,,,,,,,,,,
2007-09-20,,,,,,,,,,,,,,,,,,,313.0,348.0,,,,,,,,,,
2007-09-21,,,,,,,,,,,,,,,,,,,302.0,334.5,,,,,,,,,,
2007-09-24,,,,,,,,,,,,,,,,,,,297.0,328.0,,,,,,,,,,
2007-09-25,,,,,,,,,,,,,,,,,,,314.0,334.5,,,,,,,,,,
2007-09-26,,,,,,,,,,,,,,,,,,,306.0,331.0,,,,,,,,,,
2007-09-27,,,,,,,,,,,,,,,,,,,311.0,390.5,,,,,,,,,,
2007-09-28,,,,,,,,,421.0,440.0,386.0,,,,,,,,326.0,403.5,,,,,,,,,,
2007-10-01,,,,,,,,,,,,,,,,,,,319.0,403.5,,,,,,,,,,
2007-10-02,,,,,,,,,,,,,,,,,,,315.0,391.0,,,,,,,,,,
2007-10-03,,,,,,,,,,,,,,,,,,,309.0,391.0,,,,,,,,,,
2007-10-04,,,,,,,,,,,,,,,,,,,308.0,391.0,,,,,,,,,,
2007-10-05,,,,,,,,,,,,,,,,,,,292.0,381.5,,,,,,,,,,
2007-10-08,,,,,,,,,,,,,,,,,,,295.0,381.5,,,,,,,,,,
2007-10-09,,,,,,,,,,,,,,,,,,,284.0,372.0,,,,,,,,,,
2007-10-10,,,,,,,,,,,,,,,,,,,280.0,372.0,,,,,,,,,,
2007-10-11,,,,,,,,,,,,,,,,,,,269.0,369.0,,,,,,,,,,
2007-10-12,,,,,,,,,,,,,,,,,,,274.0,365.5,,,,,,,,,,
2007-10-15,,,,,,,,,,,,,,,,,,,279.0,368.5,,,,,,,,,,
2007-10-16,,,,,,,,,,,,,,,,,,,288.0,378.0,,,,,,,,,,
2007-10-17,,,,,,,,,,,,,,,,,,,300.0,387.5,,,,,,,,,,
2007-10-18,,,,,,,,,,,,,,,,,,,313.0,394.0,,,,,,,,,,
2007-10-19,,,,,,,,,,,,,,,,,,,330.0,426.0,,,,,,,,,,
2007-10-22,,,,,,,,,,,,,,,,,,,332.0,426.0,,,,,,,,,,
2007-10-23,,,,,,,,,,,,,,,,,,,318.0,410.0,,,,,,,,,,
2007-10-24,,,,,,,,,,,,,,,,,,,329.0,410.0,,,,,,,,,,
2007-10-25,,,,,,,,,,,,,,,,,,,326.0,416.5,,,,,,,,,,
2007-10-26,,,,,,,,,,,,,,,,,,,328.0,416.5,,,,,,,,,,
2007-10-29,,,,,,,,,,,,,,,,,,,321.0,416.5,,,,,,,,,,
2007-10-30,,,,,,,,,,,,,,,,,,,327.0,416.5,,,,,,,,,,
2007-10-31,,,,,,,,,383.0,392.0,378.0,,,,,,,,320.0,420.0,,,,,,,,,,
2007-11-01,,,,,,,,,,,,,,,,,,,337.0,446.0,,,,,,,,,,
2007-11-02,,,,,,,,,,,,,,,,,,,348.0,459.5,,,,,,,,,,
2007-11-05,,,,,,,,,,,,,,,,,,,355.0,463.0,,,,,,,,,,
2007-11-06,,,,,,,,,,,,,,,,,,,345.0,453.0,,,,,,,,,,
2007-11-07,,,,,,,,,,,,,,,,,,,353.0,473.0,,,,,,,,,,
2007-11-08,,,,,,,,,,,,,,,,,,,369.0,480.0,,,,,,,,,,
2007-11-09,,,,,,,,,,,,,,,,,,,375.0,493.5,,,,,,,,,,
2007-11-10,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
2007-11-12,,,,,,,,,,,,,,,,,,,379.0,493.5,,,,,,,,,,
2007-11-13,,,,,,,,,,,,,,,,,,,373.0,493.5,,,,,,,,,,
2007-11-14,,,,,,,,,,,,,,,,,,,361.0,487.0,,,,,,,,,,
2007-11-15,,,,,,,,,,,,,,,,,,,370.0,500.0,,,,,,,,,,
2007-11-16,,,,,,,,,,,,,,,,,,,382.0,516.0,,,,,,,,,,
2007-11-19,,,,,,,,,,,,,,,,,,,391.0,528.0,,,,,,,,,,
2007-11-20,,,,,,,,,,,,,,,,,,,385.0,528.0,,,,,,,,,,
2007-11-21,,,,,,,,,,,,,,,,,,,401.0,528.0,,,,,,,,,,
2007-11-22,,,,,,,,,,,,,,,,,,,391.0,528.0,,,,,,,,,,
2007-11-23,,,,,,,,,,,,,,,,,,,380.0,528.0,,,,,,,,,,
2007-11-26,,,,,,,,,,,,,,,,,,,379.0,528.0,,,,,,,,,,
2007-11-27,,,,,,,,,,,,,,,,,,,378.0,528.0,,,,,,,,,,
2007-11-28,,,,,,,,,,,,,,,,,,,365.0,501.0,,,,,,,,,,
2007-11-29,,,,,,,,,,,,,,,,,,,361.0,501.0,,,,,,,,,,
2007-11-30,,,,,,,,,443.0,455.0,452.0,,,,,,,,348.0,497.0,,,,,,,,,,
2007-12-03,,,,,,,,,,,,,,,,,,,355.0,497.0,,,,,,,,,,
2007-12-04,,,,,,,,,,,,,,,,,,,367.0,504.0,,,,,,,,,,
2007-12-05,,,,,,,,,,,,,,,,,,,356.0,494.0,,,,,,,,,,
2007-12-06,,,,,,,,,,,,,,,,,,,355.0,477.0,,,,,,,,,,
2007-12-07,,,,,,,,,,,,,,,,,,,346.0,475.0,,,,,,,,,,
2007-12-10,,,,,,,,,,,,,,,,,,,341.0,467.0,,,,,,,,,,
2007-12-11,,,,,,,,,,,,,,,,,,,335.0,496.0,,,,,,,,,,
2007-12-12,,,,,,,,,,,,,,,,,,,333.0,484.0,,,,,,,,,,
2007-12-13,,,,,,,,,,,,,,,,,,,342.0,484.0,,,,,,,,,,
2007-12-14,,,,,,,,,,,,,,,,,,,338.0,484.0,,,,,,,,,,
2007-12-16,,,,,,,,,,,,,,,,,,,,484.0,,,,,,,,,,
2007-12-17,,,,,,,,,,,,,,,,,,,347.0,491.0,,,,,,,,,,
2007-12-18,,,,,,,,,,,,,,,,,,,349.0,491.0,,,,,,,,,,
2007-12-19,,,,,,,,,,,,,,,,,,,349.0,491.0,,,,,,,,,,
2007-12-20,,,,,,,,,,,,,,,,,,,350.0,491.0,,,,,,,,,,
2007-12-21,,,,,,,,,,,,,,,,,,,342.0,491.0,,,,,,,,,,
2007-12-24,,,,,,,,,,,,,,,,,,,342.0,491.0,,,,,,,,,,
2007-12-25,,,,,,,,,,,,,,,,,,,342.0,491.0,,,,,,,,,,
2007-12-26,,,,,,,,,,,,,,,,,,,342.0,491.0,,,,,,,,,,
2007-12-27,,,,,,,,,,,,,,,,,,,342.0,491.0,,,,,,,,,,
2007-12-28,,,,,,,,,,,,,,,,,,,340.0,491.0,,,,,,,,,,
2007-12-31,448.0,377.0,472.0,521.0,388.0,499.0,115.0,179.0,463.0,469.0,465.0,,,,,,,,338.0,491.0,,,,,,,,,,
2008-01-01,,,,,,,,,,,,,,,,,,,339.333,491.0,,,,,,,,,,
2008-01-02,457.0,383.0,485.0,538.0,402.0,516.0,116.0,181.0,,,,,,,,,,,352.125,505.0,,,,,,,,,,
2008-01-03,461.0,386.0,490.0,545.0,407.0,524.0,116.0,181.0,,,,,,,,,,,368.31199999999995,515.5,,,,,,,,,,
2008-01-04,472.0,391.0,506.0,565.0,422.0,546.0,117.0,187.0,,,,,,,,,,,383.55400000000003,537.0,,,,,,,,,,
2008-01-07,477.0,394.0,513.0,576.0,430.0,556.0,118.0,191.0,,,,,,,,,,,389.667,551.0,,,,,,,,,,
2008-01-08,480.0,395.0,518.0,583.0,435.0,563.0,118.0,195.0,,,,,,,,,,,389.125,565.5,,,,,,,,,,
2008-01-09,519.0,433.0,559.0,604.0,447.0,585.0,121.0,200.0,,,,,,,,,,,401.333,565.5,,,,,,,,,,
2008-01-10,524.0,438.0,564.0,597.0,442.0,578.0,122.0,199.0,,,,,,,,,,,399.25,565.5,,,,,,,,,,
2008-01-11,532.0,444.0,573.0,604.0,448.0,586.0,124.0,197.0,,,,,,,,,,,400.837,565.5,,,,,,,,,,
2008-01-14,546.0,458.0,585.0,605.0,451.0,585.0,127.0,200.0,,,,,,,,,,,406.125,565.5,,,,,,,,,,
2008-01-15,551.0,460.0,592.0,614.0,458.0,593.0,127.0,202.0,,,,,,,,,,,406.75,574.0,,,,,,,,,,
2008-01-16,558.0,462.0,606.0,622.0,463.0,601.0,130.0,201.0,,,,,,,,,,,419.97900000000004,587.0,,,,,,,,,,
2008-01-17,568.0,468.0,618.0,637.0,476.0,618.0,133.0,205.0,,,,,,,,,,,445.25,609.0,,,,,,,,,,
2008-01-18,575.0,480.0,622.0,642.0,477.0,624.0,135.0,207.0,,,,,,,,,,,450.667,620.5,,,,,,,,,,
2008-01-21,593.0,495.0,643.0,642.0,477.0,624.0,138.0,206.0,,,,,,,,,,,490.0,620.5,,,,,,,,,,
2008-01-22,614.0,513.0,666.0,677.0,504.0,661.0,139.0,217.0,,,,,,,,,,,482.6,653.5,,,,,,,,,,
2008-01-23,620.0,517.0,674.0,687.0,509.0,673.0,142.0,222.0,,,,,,,,,,,485.75,616.0,,,,,,,,,,
2008-01-24,607.0,498.0,663.0,649.0,476.0,634.0,142.0,217.0,,,,,,,,,,,444.81199999999995,580.0,,,,,,,,,,
2008-01-25,596.0,489.0,652.0,637.0,469.0,618.0,142.0,217.0,,,,,,,,,,,438.75,601.5,,,,,,,,,,
2008-01-28,598.0,490.0,654.0,640.0,471.0,622.0,142.0,218.0,,,,,,,,,,,455.708,605.5,,,,,,,,,,
2008-01-29,591.0,481.0,649.0,623.0,456.0,604.0,142.0,216.0,,,,,,,,,,,438.833,583.5,,,,,,,,,,
2008-01-30,589.0,479.0,646.0,616.0,450.0,596.0,143.0,215.0,,,,,,,,,,,449.333,602.5,,,,,,,,,,
2008-01-31,616.0,483.0,693.0,629.0,449.0,609.0,147.0,216.0,598.0,619.0,590.0,,,,,,,,471.1,613.0,,,,,,,,,,
2008-02-01,609.0,473.0,690.0,629.0,450.0,608.0,147.0,215.0,,,,,,,,,,,462.333,613.0,,,,,,,,,,
2008-02-04,606.0,466.0,687.0,625.0,446.0,604.0,147.0,216.0,,,,,,,,,,,471.0,625.5,,,,,,,,,,
2008-02-05,624.0,476.0,713.0,639.0,457.0,618.0,149.0,216.0,,,,,,,,,,,503.625,651.5,,,,,,,,,,
2008-02-06,630.0,478.0,723.0,641.0,456.0,621.0,149.0,216.0,,,,,,,,,,,512.3330000000002,667.5,,,,,,,,,,
2008-02-07,639.0,486.0,732.0,641.0,456.0,621.0,151.0,216.0,,,,,,,,,,,523.8330000000002,684.5,,,,,,,,,,
2008-02-08,646.0,490.0,740.0,655.0,465.0,637.0,151.0,217.0,,,,,,,,,,,531.0,712.0,,,,,,,,,,
2008-02-11,662.0,502.0,761.0,666.0,470.0,649.0,154.0,219.0,,,,,,,,,,,554.1669999999998,728.5,,,,,,,,,,
2008-02-12,668.0,498.0,781.0,665.0,468.0,649.0,155.0,220.0,,,,,,,,,,,553.25,733.5,,,,,,,,,,
2008-02-13,666.0,497.0,775.0,665.0,469.0,650.0,157.0,220.0,,,,,,,,,,,547.625,701.0,,,,,,,,,,
2008-02-14,650.0,492.0,746.0,647.0,455.0,629.0,158.0,215.0,,,,,,,,,,,541.6,701.0,,,,,,,,,,
2008-02-15,656.0,495.0,757.0,656.0,457.0,645.0,158.0,216.0,,,,,,,,,,,574.0,722.0,,,,,,,,,,
2008-02-18,653.0,492.0,753.0,651.0,457.0,634.0,159.0,216.0,,,,,,,,,,,561.25,722.0,,,,,,,,,,
2008-02-19,658.0,497.0,758.0,643.0,451.0,625.0,162.0,213.0,,,,,,,,,,,582.25,730.0,,,,,,,,,,
2008-02-20,662.0,500.0,764.0,645.0,452.0,626.0,163.0,216.0,,,,,,,,,,,593.923,717.0,,,,,,,,,,
2008-02-21,660.0,499.0,757.0,657.0,463.0,637.0,166.0,220.0,777.0,799.0,,,,,,,,,578.3330000000002,717.0,,,,,,,,,,
2008-02-22,659.0,501.0,754.0,653.0,459.0,632.0,167.0,217.0,,,,,,,,,,,574.25,700.0,,,,,,,,,,
2008-02-25,644.0,493.0,732.0,638.0,447.0,617.0,167.0,217.0,,,,,,,,,,,548.6669999999998,675.5,,,,,,,,,,
2008-02-26,641.0,492.0,727.0,638.0,452.0,614.0,167.0,223.0,,,,,,,,,,,536.5,660.5,,,,,,,,,,
2008-02-27,641.0,491.0,726.0,642.0,458.0,618.0,168.0,226.0,,,,,,,,,,,547.25,676.0,,,,,,,,,,
2008-02-28,649.0,499.0,736.0,659.0,473.0,636.0,169.0,230.0,,,,,,,,,,,575.375,700.0,,,,,,,,,,
2008-02-29,679.0,499.0,792.0,689.0,459.0,711.0,172.0,235.0,795.0,801.0,700.0,,,,,,,,596.812,719.5,,,,,,,,,,
2008-03-03,686.0,503.0,800.0,695.0,463.0,718.0,173.0,236.0,,,,,,,,,,,599.25,722.5,,,,,,,,,,
2008-03-04,696.0,522.0,801.0,690.0,456.0,714.0,171.0,236.0,,,,,,,,,,,595.5,722.5,,,,,,,,,,
2008-03-05,689.0,517.0,792.0,675.0,445.0,696.0,173.0,233.0,,,,,,,,,,,583.125,716.0,,,,,,,,,,
2008-03-06,688.0,520.0,789.0,678.0,447.0,699.0,174.0,233.0,,,,,,,,,,,617.0,758.5,,,,,,,,,,
2008-03-07,703.0,530.0,808.0,693.0,458.0,717.0,174.0,238.0,,,,,,,,,,,623.5,758.5,,,,,,,,,,
2008-03-10,709.0,539.0,813.0,709.0,469.0,736.0,177.0,243.0,,,,,,,,,,,635.0,773.0,,,,,,,,,,
2008-03-11,705.0,537.0,806.0,705.0,472.0,729.0,181.0,253.0,,,,,,,,,,,619.875,741.0,,,,,,,,,,
2008-03-12,707.0,538.0,810.0,726.0,495.0,748.0,182.0,259.0,,,,,,,,,,,595.1669999999998,746.0,,,,,,,,,,
2008-03-13,730.0,566.0,828.0,741.0,506.0,767.0,185.0,265.0,794.0,795.0,,,,,,,,,624.5,753.5,,,,,,,,,,
2008-03-14,725.0,563.0,821.0,751.0,512.0,780.0,183.0,266.0,,,,,,,,,,,621.5,766.5,,,,,,,,,,
2008-03-17,740.0,576.0,838.0,784.0,541.0,813.0,185.0,282.0,,,,,,,,,,,627.8330000000002,774.5,,,,,,,,,,
2008-03-18,730.0,569.0,824.0,762.0,526.0,790.0,186.0,283.0,,,,,,,,,,,576.25,714.0,,,,,,,,,,
2008-03-19,729.0,569.0,823.0,760.0,525.0,785.0,190.0,286.0,819.0,827.0,,,,,,,,,564.5,728.0,,,,,,,,,,
2008-03-20,730.0,571.0,827.0,757.0,522.0,781.0,192.0,281.0,,,,,,,,,,,593.604,728.0,,,,,,,,,,
2008-03-21,,,,,,,,,,,,,,,,,,,592.78,728.0,,,,,,,,,,
2008-03-24,731.0,571.0,828.0,726.0,498.0,745.0,192.0,280.0,,,,,,,,,,,592.5,668.0,,,,,,,,,,
2008-03-25,711.0,556.0,802.0,717.0,493.0,733.0,191.0,278.0,,,,,,,,,,,536.75,653.5,,,,,,,,,,
2008-03-26,702.0,555.0,783.0,718.0,492.0,735.0,192.0,276.0,,,,,,,,,,,556.1669999999998,653.5,,,,,,,,,,
2008-03-27,702.0,558.0,781.0,712.0,486.0,730.0,192.0,275.0,818.0,810.0,,,,,,,,,545.825,665.0,,,,,,,,,,
2008-03-28,698.0,556.0,774.0,717.0,490.0,736.0,194.0,275.0,,,,,,,,,,,556.25,685.5,,,,,,,,,,
2008-03-31,710.0,556.0,802.0,739.0,517.0,767.0,198.0,278.0,817.0,806.0,728.0,,,,,,,,574.637,685.5,,,,,,,,,,
2008-04-01,699.0,549.0,785.0,720.0,501.0,746.0,200.0,277.0,,,,,,,,,,,541.8330000000002,682.0,,,,,,,,,,
2008-04-02,687.0,541.0,769.0,703.0,490.0,723.0,199.0,269.0,,,,,,,,,,,521.1669999999998,657.5,,,,,,,,,,
2008-04-03,679.0,534.0,760.0,693.0,481.0,713.0,198.0,267.0,,,,,,,,,,,505.75,654.5,,,,,,,,,,
2008-04-04,661.0,516.0,743.0,696.0,485.0,715.0,193.0,270.0,,,,,,,,,,,476.25,623.0,,,,,,,,,,
2008-04-07,640.0,498.0,717.0,677.0,467.0,696.0,192.0,266.0,,,,,,,,,,,470.25,623.0,,,,,,,,,,
2008-04-08,641.0,492.0,728.0,679.0,467.0,700.0,191.0,262.0,,,,,,,,,,,489.583,645.5,,,,,,,,,,
