Date,Eur HY,Eur HY BB,Eur HY B,US HY,US HY BB,US HY B,Eur IG BBB,US IG BBB,Eur LL,Eur LL B,US LL,US LL B,Eur CLO AAA,Eur CLO BBB,Eur CLO BB,US CLO AAA,US CLO BBB,US CLO BB,Xover,CdxHy,Eur AT1,Pe AT1,Usd AT1,Gbp IG BBB,Eur HY CCC,US HY CCC,Pe HY,Pe HY BB,Pe HY B,Pe HY CCC
1992-01-31,,,,,,,,,,,403.0,,,,,,,,,,,,,,,,,,,
1992-02-28,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,,,,
1992-03-31,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,,,,
1992-04-30,,,,,,,,,,,367.0,,,,,,,,,,,,,,,,,,,
1992-05-29,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,,,,,,357.0,,,,,,,,,,,,,,,,,,,
1992-07-31,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,,,
1992-08-31,,,,,,,,,,,377.0,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,,,,,,381.0,,,,,,,,,,,,,,,,,,,
1992-10-30,,,,,,,,,,,396.0,,,,,,,,,,,,,,,,,,,
1992-11-30,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,,,,
1992-12-31,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,,,,
1993-01-29,,,,,,,,,,,445.0,,,,,,,,,,,,,,,,,,,
1993-02-26,,,,,,,,,,,388.0,,,,,,,,,,,,,,,,,,,
1993-03-31,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,,,
1993-04-30,,,,,,,,,,,421.0,,,,,,,,,,,,,,,,,,,
1993-05-28,,,,,,,,,,,388.0,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,,,,,,372.0,,,,,,,,,,,,,,,,,,,
1993-07-30,,,,,,,,,,,345.0,,,,,,,,,,,,,,,,,,,
1993-08-31,,,,,,,,,,,348.0,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,,,,,,364.0,,,,,,,,,,,,,,,,,,,
1993-10-29,,,,,,,,,,,447.0,,,,,,,,,,,,,,,,,,,
1993-11-30,,,,,,,,,,,403.0,,,,,,,,,,,,,,,,,,,
1993-12-31,,,,,,,,,,,357.0,,,,,,,,,,,,,,,,,,,
1994-01-31,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,
1994-02-28,,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,
1994-03-31,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,
1994-04-29,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,,,
1994-05-31,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,
1994-07-29,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,,,
1994-08-31,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,
1994-10-31,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,,
1994-11-30,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,,,
1994-12-30,,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,
1995-01-31,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,
1995-02-28,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,,,
1995-04-28,,,,,,,,,,,281.0,,,,,,,,,,,,,,,,,,,
1995-05-31,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,,,
1995-07-31,,,,,,,,,,,257.0,,,,,,,,,,,,,,,,,,,
1995-08-31,,,,,,,,,,,259.0,,,,,,,,,,,,,,,,,,,
1995-09-29,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,
1995-10-31,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,
1995-11-30,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,
1995-12-29,,,,,,,,,,,276.0,,,,,,,,,,,,,,,,,,,
1996-01-31,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,,
1996-02-29,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,
1996-03-29,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,,
1996-04-30,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,,,,
1996-05-31,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,
1996-06-28,,,,,,,,,,,269.0,,,,,,,,,,,,,,,,,,,
1996-07-31,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,,
1996-08-30,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,
1996-10-31,,,,,,,,,,,301.0,,,,,,,,,,,,,,,,,,,
1996-11-29,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,
1996-12-31,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,
1997-01-31,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,,,
1997-02-28,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,,,,,,,,269.0,,,,,,,,,,,,,,,,,,,
1997-04-30,,,,,,,,,,,285.0,,,,,,,,,,,,,,,,,,,
1997-05-30,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,,,,,,,273.0,,,,,,,,,,,,,,,,,,,
1997-07-31,,,,,,,,,,,269.0,,,,,,,,,,,,,,,,,,,
1997-08-29,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,,,
1997-10-31,,,,,,,,,,,273.0,,,,,,,,,,,,,,,,,,,
1997-11-28,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,,,
1997-12-31,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,,,
1998-01-30,,,,,,,,,203.0,,282.0,,,,,,,,,,,,,,,,,,,
1998-02-27,,,,,,,,,203.0,,284.0,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,,,,,,206.0,239.0,279.0,,,,,,,,,,,,,,,,,,,
1998-04-30,,,,,,,,,205.0,215.0,273.0,,,,,,,,,,,,,,,,,,,
1998-05-29,,,,,,,,,230.0,241.0,270.0,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,,,220.0,242.0,270.0,,,,,,,,,,,,,,,,,,,
1998-07-31,,,,,,,,,246.0,244.0,268.0,,,,,,,,,,,,,,,,,,,
1998-08-31,,,,,,,,,226.0,251.0,283.0,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,,,,,,292.0,310.0,321.0,,,,,,,,,,,,,,,,,,,
1998-10-30,,,,,,,,,320.0,338.0,377.0,,,,,,,,,,,,,,,,,,,
1998-11-30,,,,,,,,,313.0,365.0,377.0,,,,,,,,,,,,,,,,,,,
1998-12-31,,,,,,,,,291.0,333.0,364.0,,,,,,,,,,,,,,,,,,,
1999-01-29,,,,,,,,,287.0,363.0,365.0,,,,,,,,,,,,,,,,,,,
1999-02-26,,,,,,,,,280.0,390.0,399.0,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,,,275.0,391.0,390.0,,,,,,,,,,,,,,,,,,,
1999-04-30,,,,,,,,,282.0,360.0,384.0,,,,,,,,,,,,,,,,,,,
1999-05-28,,,,,,,,,275.0,342.0,379.0,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,,,277.0,365.0,370.0,,,,,,,,,,,,,,,,,,,
1999-07-30,,,,,,,,,273.0,365.0,368.0,,,,,,,,,,,,,,,,,,,
1999-08-31,,,,,,,,,279.0,354.0,404.0,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,,,,,283.0,358.0,459.0,,,,,,,,,,,,,,,,,,,
1999-10-29,,,,,,,,,285.0,364.0,446.0,,,,,,,,,,,,,,,,,,,
1999-11-30,,,,,,,,,296.0,399.0,459.0,,,,,,,,,,,,,,,,,,,
1999-12-31,,,,,,,,,292.0,390.0,425.0,,,,,,,,,,,,,,,,,,,
2000-01-31,,,,,,,,,268.0,411.0,412.0,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,271.0,413.0,419.0,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,251.0,420.0,463.0,,,,,,,,,,,,,,,,,,,
2000-04-28,,,,,,,,,264.0,474.0,469.0,,,,,,,,,,,,,,,,,,,
2000-05-31,,,,,,,,,258.0,345.0,467.0,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,266.0,326.0,483.0,,,,,,,,,,,,,,,,,,,
2000-07-31,,,,,,,,,269.0,350.0,461.0,,,,,,,,,,,,,,,,,,,
2000-08-31,,,,,,,,,267.0,347.0,461.0,,,,,,,,,,,,,,,,,,,
2000-09-29,,,,,,,,,281.0,344.0,473.0,,,,,,,,,,,,,,,,,,,
2000-10-31,,,,,,,,,285.0,337.0,478.0,,,,,,,,,,,,,,,,,,,
2000-11-30,,,,,,,,,341.0,392.0,494.0,,,,,,,,,,,,,,,,,,,
2000-12-29,,,,,,,,,371.0,443.0,501.0,,,,,,,,,,,,,,,,,,,
2001-01-31,,,,,,,,,376.0,482.0,492.0,,,,,,,,,,,,,,,,,,,
2001-02-28,,,,,,,,,361.0,473.0,479.0,,,,,,,,,,,,,,,,,,,
2001-03-30,,,,,,,,,410.0,588.0,497.0,,,,,,,,,,,,,,,,,,,
2001-04-30,,,,,,,,,411.0,687.0,526.0,,,,,,,,,,,,,,,,,,,
2001-05-31,,,,,,,,,408.0,707.0,509.0,,,,,,,,,,,,,,,,,,,
2001-06-29,,,,,,,,,411.0,734.0,522.0,,,,,,,,,,,,,,,,,,,
2001-07-31,,,,,,,,,445.0,933.0,505.0,,,,,,,,,,,,,,,,,,,
2001-08-31,,,,,,,,,433.0,899.0,491.0,,,,,,,,,,,,,,,,,,,
2001-09-28,,,,,,,,,489.0,1165.0,566.0,,,,,,,,,,,,,,,,,,,
2001-10-31,,,,,,,,,488.0,1038.0,615.0,,,,,,,,,,,,,,,,,,,
2001-11-30,,,,,,,,,529.0,857.0,575.0,,,,,,,,,,,,,,,,,,,
2001-12-31,,,,,,,,,531.0,904.0,523.0,,,,,,,,,,,,,,,,,,,
2002-01-31,,,,,,,,,483.0,806.0,477.0,,,,,,,,,,,,,,,,,,,
2002-02-28,,,,,,,,,494.0,884.0,492.0,,,,,,,,,,,,,,,,,,,
2002-03-28,,,,,,,,,505.0,712.0,484.0,,,,,,,,,,,,,,,,,,,
2002-04-30,,,,,,,,,485.0,1395.0,457.0,,,,,,,,,,,,,,,,,,,
2002-05-31,,,,,,,,,450.0,980.0,461.0,,,,,,,,,,,,,,,,,,,
2002-06-28,,,,,,,,,462.0,940.0,500.0,,,,,,,,,,,,,,,,,,,
2002-07-31,,,,,,,,,470.0,374.0,559.0,,,,,,,,,,,,,,,,,,,
2002-08-30,,,,,,,,,473.0,376.0,572.0,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,,,,447.0,383.0,565.0,,,,,,,,,,,,,,,,,,,
2002-10-31,,,,,,,,,447.0,408.0,632.0,,,,,,,,,,,,,,,,,,,
2002-11-29,,,,,,,,,445.0,433.0,594.0,,,,,,,,,,,,,,,,,,,
2002-12-31,,,,,,,,,377.0,443.0,538.0,,,,,,,,,,,,,,,,,,,
2003-01-31,,,,,,,,,374.0,457.0,524.0,,,,,,,,,,,,,,,,,,,
2003-02-28,,,,,,,,,364.0,446.0,523.0,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,,,,393.0,458.0,486.0,,,,,,,,,,,,,,,,,,,
2003-04-30,,,,,,,,,370.0,448.0,462.0,,,,,,,,,,,,,,,,,,,
2003-05-30,,,,,,,,,380.0,442.0,440.0,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,,,,,348.0,444.0,408.0,,,,,,,,,,,,,,,,,,,
2003-07-31,,,,,,,,,352.0,459.0,396.0,,,,,,,,,,,,,,,,,,,
2003-08-29,,,,,,,,,352.0,530.0,395.0,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,,,,361.0,440.0,380.0,,,,,,,,,,,,,,,,,,,
2003-10-31,,,,,,,,,318.0,387.0,364.0,,,,,,,,,,,,,,,,,,,
2003-11-28,,,,,,,,,314.0,392.0,358.0,,,,,,,,281.0,,,,,,,,,,,
2003-12-01,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2003-12-02,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,,
2003-12-03,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,
2003-12-04,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,
2003-12-05,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,
2003-12-08,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,
2003-12-09,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,
2003-12-10,,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,,
2003-12-11,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,
2003-12-12,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,
2003-12-15,,,,,,,,,,,,,,,,,,,268.7,,,,,,,,,,,
2003-12-16,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2003-12-17,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2003-12-18,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2003-12-19,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2003-12-22,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2003-12-23,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2003-12-24,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2003-12-26,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2003-12-29,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2003-12-30,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2003-12-31,,,,,,,,,312.0,388.0,340.0,,,,,,,,275.0,,,,,,,,,,,
2004-01-01,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2004-01-02,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,
2004-01-05,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,,
2004-01-06,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,
2004-01-07,,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,,
2004-01-08,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,
2004-01-09,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,
2004-01-12,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,
2004-01-13,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,
2004-01-14,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,
2004-01-15,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,
2004-01-16,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,
2004-01-19,,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,,
2004-01-20,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,
2004-01-21,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,
2004-01-22,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,
2004-01-23,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,
2004-01-26,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,
2004-01-27,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,
2004-01-28,,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,,
2004-01-29,,,,,,,,,,,,,,,,,,,265.0,,,,,,,,,,,
2004-01-30,,,,,,,,,310.0,392.0,319.0,,,,,,,,280.0,,,,,,,,,,,
2004-02-02,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,
2004-02-03,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-02-04,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,
2004-02-05,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
2004-02-06,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,,
2004-02-09,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-02-10,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,
2004-02-11,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-02-12,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-02-13,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-02-16,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-02-17,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,
2004-02-18,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,
2004-02-19,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,
2004-02-20,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-02-23,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-02-24,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,
2004-02-25,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
2004-02-26,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,
2004-02-27,,,,,,,,,312.0,386.0,312.0,,,,,,,,300.0,,,,,,,,,,,
2004-03-01,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-03-02,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-03-03,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,
2004-03-04,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2004-03-05,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2004-03-08,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2004-03-09,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2004-03-10,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-03-11,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,
2004-03-12,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,
2004-03-15,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,
2004-03-16,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,
2004-03-17,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
2004-03-18,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
2004-03-19,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,
2004-03-22,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,
2004-03-23,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,
2004-03-24,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,
2004-03-25,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,
2004-03-26,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,
2004-03-29,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,
2004-03-30,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,
2004-03-31,,,,,,,,,316.0,382.0,316.0,,,,,,,,290.0,,,,,,,,,,,
2004-04-01,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
2004-04-02,,,,,,,,,,,,,,,,,,,282.0,,,,,,,,,,,
2004-04-05,,,,,,,,,,,,,,,,,,,282.0,,,,,,,,,,,
2004-04-06,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-07,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-08,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-09,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-12,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-13,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-14,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-15,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-16,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-19,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-20,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-21,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,
2004-04-22,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-23,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,
2004-04-26,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,
2004-04-27,,,,,,,,,,,,,,,,,,,265.0,,,,,,,,,,,
2004-04-28,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,
2004-04-29,,,,,,,,,,,,,,,,,,,283.0,,,,,,,,,,,
2004-04-30,,,,,,,,,313.0,336.0,318.0,,,,,,,,283.0,,,,,,,,,,,
2004-05-03,,,,,,,,,,,,,,,,,,,283.0,,,,,,,,,,,
2004-05-04,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,
2004-05-05,,,,,,,,,,,,,,,,,,,294.0,,,,,,,,,,,
2004-05-06,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,
2004-05-07,,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,
2004-05-10,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,
2004-05-11,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,
2004-05-12,,,,,,,,,,,,,,,,,,,325.0,,,,,,,,,,,
2004-05-13,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,
2004-05-14,,,,,,,,,,,,,,,,,,,345.0,,,,,,,,,,,
2004-05-17,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,
2004-05-18,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,
2004-05-19,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,
2004-05-20,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,
2004-05-21,,,,,,,,,,,,,,,,,,,338.0,,,,,,,,,,,
2004-05-24,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,,
2004-05-25,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,
2004-05-26,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,
2004-05-27,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,
2004-05-28,,,,,,,,,295.0,310.0,328.0,,,,,,,,325.0,,,,,,,,,,,
2004-06-02,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,,
2004-06-03,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,,
2004-06-04,,,,,,,,,,,,,,,,,,,325.0,,,,,,,,,,,
2004-06-07,,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,
2004-06-08,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,,
2004-06-09,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,,
2004-06-10,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,
2004-06-11,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,
2004-06-14,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,
2004-06-15,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,
2004-06-16,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,
2004-06-17,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,
2004-06-18,,,,,,,,,,,,,,,,,,,294.0,,,,,,,,,,,
2004-06-21,,,,,,,,,,,,,,,,,,,300.5,,,,,,,,,,,
2004-06-22,,,,,,,,,,,,,,,,,,,298.5,,,,,,,,,,,
2004-06-23,,,,,,,,,,,,,,,,,,,302.5,,,,,,,,,,,
2004-06-24,,,,,,,,,,,,,,,,,,,296.5,,,,,,,,,,,
2004-06-25,,,,,,,,,,,,,,,,,,,296.5,,,,,,,,,,,
2004-06-28,,,,,,,,,,,,,,,,,,,295.5,,,,,,,,,,,
2004-06-29,,,,,,,,,,,,,,,,,,,296.5,,,,,,,,,,,
2004-06-30,,,,,,,,,294.0,332.0,300.0,,,,,,,,298.5,,,,,,,,,,,
2004-07-01,,,,,,,,,,,,,,,,,,,297.5,,,,,,,,,,,
2004-07-02,,,,,,,,,,,,,,,,,,,302.5,,,,,,,,,,,
2004-07-05,,,,,,,,,,,,,,,,,,,302.5,,,,,,,,,,,
2004-07-06,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
2004-07-07,,,,,,,,,,,,,,,,,,,302.5,,,,,,,,,,,
2004-07-08,,,,,,,,,,,,,,,,,,,302.5,,,,,,,,,,,
2004-07-09,,,,,,,,,,,,,,,,,,,312.5,,,,,,,,,,,
2004-07-12,,,,,,,,,,,,,,,,,,,312.5,,,,,,,,,,,
2004-07-13,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,
2004-07-14,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,
2004-07-15,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
2004-07-16,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
2004-07-19,,,,,,,,,,,,,,,,,,,296.5,,,,,,,,,,,
2004-07-20,,,,,,,,,,,,,,,,,,,300.5,,,,,,,,,,,
2004-07-21,,,,,,,,,,,,,,,,,,,293.5,,,,,,,,,,,
2004-07-22,,,,,,,,,,,,,,,,,,,300.5,,,,,,,,,,,
2004-07-23,,,,,,,,,,,,,,,,,,,299.5,,,,,,,,,,,
2004-07-26,,,,,,,,,,,,,,,,,,,306.5,,,,,,,,,,,
2004-07-27,,,,,,,,,,,,,,,,,,,309.5,,,,,,,,,,,
2004-07-28,,,,,,,,,,,,,,,,,,,309.5,,,,,,,,,,,
2004-07-29,,,,,,,,,,,,,,,,,,,305.5,,,,,,,,,,,
2004-07-30,,,,,,,,,302.0,348.0,305.0,,,,,,,,305.5,,,,,,,,,,,
2004-08-02,,,,,,,,,,,,,,,,,,,303.5,,,,,,,,,,,
2004-08-03,,,,,,,,,,,,,,,,,,,300.5,,,,,,,,,,,
2004-08-04,,,,,,,,,,,,,,,,,,,300.5,,,,,,,,,,,
2004-08-05,,,,,,,,,,,,,,,,,,,300.5,,,,,,,,,,,
2004-08-06,,,,,,,,,,,,,,,,,,,305.5,,,,,,,,,,,
2004-08-09,,,,,,,,,,,,,,,,,,,307.5,,,,,,,,,,,
2004-08-10,,,,,,,,,,,,,,,,,,,309.5,,,,,,,,,,,
2004-08-11,,,,,,,,,,,,,,,,,,,309.5,,,,,,,,,,,
2004-08-12,,,,,,,,,,,,,,,,,,,310.5,,,,,,,,,,,
2004-08-13,,,,,,,,,,,,,,,,,,,310.5,,,,,,,,,,,
2004-08-16,,,,,,,,,,,,,,,,,,,312.5,,,,,,,,,,,
2004-08-17,,,,,,,,,,,,,,,,,,,304.5,,,,,,,,,,,
2004-08-18,,,,,,,,,,,,,,,,,,,298.5,,,,,,,,,,,
2004-08-19,,,,,,,,,,,,,,,,,,,296.5,,,,,,,,,,,
2004-08-20,,,,,,,,,,,,,,,,,,,296.5,,,,,,,,,,,
2004-08-23,,,,,,,,,,,,,,,,,,,295.5,,,,,,,,,,,
2004-08-24,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,
